"","Species","Genus","Subspecies","ValidBinomial","Year"
"4992","variabilis","Acrodipsas",NA,"Acrodipsas variabilis",2015
"4993","violacea","Acrodipsas",NA,"Acrodipsas violacea",2015
"4996","albofasciata","Acrophtalmia",NA,"Acrophtalmia albofasciata",1982
"4997","artemis","Acrophtalmia",NA,"Acrophtalmia artemis",1861
"5001","artemis","Acrophtalmia","misarte","Acrophtalmia artemis",1892
"5002","bukidnonensis","Acrophtalmia",NA,"Acrophtalmia bukidnonensis",1992
"5003","chione","Acrophtalmia",NA,"Acrophtalmia chione",1867
"5004","chione","Acrophtalmia","lucidus","Acrophtalmia chione",2010
"5005","chione","Acrophtalmia","orientalis","Acrophtalmia chione",2010
"5008","leto","Acrophtalmia",NA,"Acrophtalmia leto",1886
"5009","leto","Acrophtalmia","leytensis","Acrophtalmia leto",1982
"5010","leto","Acrophtalmia","ochine","Acrophtalmia leto",1886
"5011","leuce","Acrophtalmia",NA,"Acrophtalmia leuce",1867
"5012","leuce","Acrophtalmia","banggaaiensis","Acrophtalmia leuce",1946
"5013","leuce","Acrophtalmia","chionides","Acrophtalmia leuce",1900
"5014","leuce","Acrophtalmia","lacrima","Acrophtalmia leuce",1900
"5015","leuce","Acrophtalmia","windorum","Acrophtalmia leuce",1978
"5018","luzonica","Acrophtalmia",NA,"Acrophtalmia luzonica",1992
"5020","soloni","Acrophtalmia",NA,"Acrophtalmia soloni",1992
"5022","yamashitai","Acrophtalmia",NA,"Acrophtalmia yamashitai",1982
"5032","thalia","Acropolis",NA,"Acropolis thalia",1891
"5039","radians","Actinor",NA,"Actinor radians",1878
"5043","alalia","Actinote",NA,"Actinote alalia",1860
"5046","alberti","Actinote",NA,"Actinote alberti",2008
"5048","alberti","Actinote","skinneri","Actinote alberti",2008
"5055","anteas","Actinote",NA,"Actinote anteas",1847
"5064","anteas","Actinote","brettia","Actinote anteas",1917
"5065","anteas","Actinote","byssa","Actinote anteas",1917
"5066","anteas","Actinote","cedestis","Actinote anteas",1913
"5067","anteas","Actinote","crassinia","Actinote anteas",1874
"5068","anteas","Actinote","pierrei","Actinote anteas",2008
"5069","anteas","Actinote","suspecta","Actinote anteas",1913
"5070","anteas","Actinote","terpsinoe","Actinote anteas",1862
"5074","ballettae","Actinote",NA,"Actinote ballettae",2008
"5077","ballettae","Actinote","bonyae","Actinote ballettae",2008
"5081","bonita","Actinote",NA,"Actinote bonita",1996
"5089","brylla","Actinote",NA,"Actinote brylla",1917
"5101","canutia","Actinote",NA,"Actinote canutia",1874
"5104","carycina","Actinote",NA,"Actinote carycina",1913
"5107","catarina","Actinote",NA,"Actinote catarina",1996
"5116","conspicua","Actinote",NA,"Actinote conspicua",1913
"5120","dalmeidai","Actinote",NA,"Actinote dalmeidai",1996
"5128","discrepans","Actinote",NA,"Actinote discrepans",1958
"5131","eberti","Actinote",NA,"Actinote eberti",2004
"5154","furtadoi","Actinote",NA,"Actinote furtadoi",2006
"5158","genitrix","Actinote",NA,"Actinote genitrix",1922
"5163","genitrix","Actinote","costae","Actinote genitrix",2008
"5168","guatemalena","Actinote",NA,"Actinote guatemalena",1864
"5180","guatemalena","Actinote","guerrerensis","Actinote guatemalena",1982
"5181","guatemalena","Actinote","veraecrucis","Actinote guatemalena",1913
"5202","kennethi","Actinote",NA,"Actinote kennethi",2009
"5205","lapitha","Actinote",NA,"Actinote lapitha",1885
"5208","lapitha","Actinote","calderoni","Actinote lapitha",1920
"5209","latior","Actinote",NA,"Actinote latior",1913
"5226","mamita","Actinote",NA,"Actinote mamita",1861
"5232","mamita","Actinote","elena","Actinote mamita",1921
"5233","mamita","Actinote","mitama","Actinote mamita",1902
"5236","melampeplos","Actinote",NA,"Actinote melampeplos",1881
"5241","melanisans","Actinote",NA,"Actinote melanisans",1917
"5250","mielkei","Actinote",NA,"Actinote mielkei",2006
"5252","mirnae","Actinote",NA,"Actinote mirnae",2006
"5255","morio","Actinote",NA,"Actinote morio",1917
"5256","morio","Actinote","beckeri","Actinote morio",2006
"5273","parapheles","Actinote",NA,"Actinote parapheles",1913
"5277","pellenea","Actinote",NA,"Actinote pellenea",1821
"5301","pellenea","Actinote","adriana","Actinote pellenea",1874
"5302","pellenea","Actinote","auloeda","Actinote pellenea",1917
"5303","pellenea","Actinote","calymma","Actinote pellenea",1913
"5304","pellenea","Actinote","crucis","Actinote pellenea",1913
"5305","pellenea","Actinote","epiphaea","Actinote pellenea",1913
"5306","pellenea","Actinote","equatoria","Actinote pellenea",1864
"5307","pellenea","Actinote","fernandezi","Actinote pellenea",2008
"5308","pellenea","Actinote","giffordi","Actinote pellenea",2006
"5309","pellenea","Actinote","hahneli","Actinote pellenea",1913
"5310","pellenea","Actinote","hyalina","Actinote pellenea",1913
"5311","pellenea","Actinote","limbata","Actinote pellenea",1913
"5312","pellenea","Actinote","lodis","Actinote pellenea",1913
"5313","pellenea","Actinote","mucia","Actinote pellenea",1874
"5314","pellenea","Actinote","perfulva","Actinote pellenea",1913
"5315","pellenea","Actinote","subbadia","Actinote pellenea",1913
"5316","pellenea","Actinote","subhyalina","Actinote pellenea",1885
"5317","pellenea","Actinote","trinitatis","Actinote pellenea",1913
"5322","pratensis","Actinote",NA,"Actinote pratensis",2004
"5327","quadra","Actinote",NA,"Actinote quadra",1902
"5331","rhodope","Actinote",NA,"Actinote rhodope",1923
"5332","romeroi","Actinote",NA,"Actinote romeroi",2008
"5338","rufina","Actinote",NA,"Actinote rufina",1917
"5357","surima","Actinote",NA,"Actinote surima",1902
"5362","surima","Actinote","perisa","Actinote surima",1913
"5368","thalia","Actinote",NA,"Actinote thalia",1758
"5380","thalia","Actinote","eupelia","Actinote thalia",1913
"5381","thalia","Actinote","pyrrha","Actinote thalia",1775
"5382","thalia","Actinote","sainorum","Actinote thalia",2008
"5395","zikani","Actinote",NA,"Actinote zikani",1951
"5401","atrigemmata","Actizera",NA,"Actizera atrigemmata",1878
"5405","drucei","Actizera",NA,"Actizera drucei",1906
"5408","lucida","Actizera",NA,"Actizera lucida",1883
"5443","stellata","Actizera",NA,"Actizera stellata",1883
"5467","bubases","Acupicta",NA,"Acupicta bubases",1875
"5468","bubases","Acupicta","matsudai","Acupicta bubases",2007
"5469","delicatum","Acupicta",NA,"Acupicta delicatum",1887
"5471","flemingi","Acupicta",NA,"Acupicta flemingi",1974
"5474","hainanicum","Acupicta",NA,"Acupicta hainanicum",1992
"5475","inopinatum","Acupicta",NA,"Acupicta inopinatum",1998
"5476","jeffreyi","Acupicta",NA,"Acupicta jeffreyi",2004
"5478","meeki","Acupicta",NA,"Acupicta meeki",1974
"5481","trajana","Acupicta",NA,"Acupicta trajana",2007
"5484","lilacea","Acytolepis",NA,"Acytolepis lilacea",1889
"5496","lilacea","Acytolepis","indochinensis","Acytolepis lilacea",1983
"5497","lilacea","Acytolepis","moorei","Acytolepis lilacea",1926
"5498","najara","Acytolepis",NA,"Acytolepis najara",1910
"5500","puspa","Acytolepis",NA,"Acytolepis puspa",1828
"5565","puspa","Acytolepis","bazilana","Acytolepis puspa",1910
"5566","puspa","Acytolepis","cagaya","Acytolepis puspa",1865
"5567","puspa","Acytolepis","cyanescens","Acytolepis puspa",1890
"5568","puspa","Acytolepis","dammae","Acytolepis puspa",1894
"5569","puspa","Acytolepis","darmis","Acytolepis puspa",1917
"5570","puspa","Acytolepis","deronda","Acytolepis puspa",1922
"5571","puspa","Acytolepis","felderi","Acytolepis puspa",1927
"5572","puspa","Acytolepis","gisca","Acytolepis puspa",1910
"5573","puspa","Acytolepis","hermione","Acytolepis puspa",1905
"5574","puspa","Acytolepis","ishigakiana","Acytolepis puspa",1929
"5575","puspa","Acytolepis","kuehni","Acytolepis puspa",1886
"5576","puspa","Acytolepis","lambi","Acytolepis puspa",1882
"5577","puspa","Acytolepis","mygdonia","Acytolepis puspa",1917
"5578","puspa","Acytolepis","myla","Acytolepis puspa",1909
"5579","puspa","Acytolepis","prominens","Acytolepis puspa",1890
"5580","puspa","Acytolepis","puspinus","Acytolepis puspa",1884
"5581","puspa","Acytolepis","siporana","Acytolepis puspa",1944
"5582","puspa","Acytolepis","timorensis","Acytolepis puspa",1900
"5583","puspa","Acytolepis","vandeldeni","Acytolepis puspa",1929
"5584","puspa","Acytolepis","volumnia","Acytolepis puspa",1922
"5585","puspa","Acytolepis","watasei","Acytolepis puspa",1915
"5586","ripte","Acytolepis",NA,"Acytolepis ripte",1895
"5587","samanga","Acytolepis",NA,"Acytolepis samanga",1910
"5599","bolena","Adelotypa",NA,"Adelotypa bolena",1867
"5602","borsippa","Adelotypa",NA,"Adelotypa borsippa",1863
"5619","violacea","Adelotypa",NA,"Adelotypa violacea",1867
"5626","abia","Adelpha",NA,"Adelpha abia",1850
"5629","abyla","Adelpha",NA,"Adelpha abyla",1850
"5637","alala","Adelpha",NA,"Adelpha alala",1847
"5654","alala","Adelpha","completa","Adelpha alala",1907
"5655","alala","Adelpha","negra","Adelpha alala",1862
"5659","amazona","Adelpha",NA,"Adelpha amazona",1999
"5665","argentea","Adelpha",NA,"Adelpha argentea",1995
"5666","aricia","Adelpha",NA,"Adelpha aricia",1847
"5668","aricia","Adelpha","portunus","Adelpha aricia",1938
"5669","atlantica","Adelpha",NA,"Adelpha atlantica",2003
"5670","attica","Adelpha",NA,"Adelpha attica",1867
"5680","attica","Adelpha","hemileuca","Adelpha attica",1999
"5683","barnesia","Adelpha",NA,"Adelpha barnesia",1902
"5693","barnesia","Adelpha","leucas","Adelpha barnesia",1915
"5694","barnesia","Adelpha","trinita","Adelpha barnesia",1914
"5697","basiloides","Adelpha",NA,"Adelpha basiloides",1865
"5715","boeotia","Adelpha",NA,"Adelpha boeotia",1867
"5726","boeotia","Adelpha","fidicula","Adelpha boeotia",1915
"5727","boeotia","Adelpha","oberthurii","Adelpha boeotia",1870
"5728","boreas","Adelpha",NA,"Adelpha boreas",1866
"5734","boreas","Adelpha","kayei","Adelpha boreas",1939
"5736","bredowii","Adelpha",NA,"Adelpha bredowii",1837
"5749","californica","Adelpha",NA,"Adelpha californica",1865
"5750","calliphane","Adelpha",NA,"Adelpha calliphane",1915
"5755","capucinus","Adelpha",NA,"Adelpha capucinus",1775
"5763","capucinus","Adelpha","gutierrezi","Adelpha capucinus",1996
"5764","capucinus","Adelpha","velia","Adelpha capucinus",1867
"5771","cocala","Adelpha",NA,"Adelpha cocala",1779
"5804","cocala","Adelpha","caninia","Adelpha cocala",1915
"5805","cocala","Adelpha","didia","Adelpha cocala",1915
"5807","cocala","Adelpha","orellanae","Adelpha cocala",1996
"5808","cocala","Adelpha","viola","Adelpha cocala",1913
"5812","corcyra","Adelpha",NA,"Adelpha corcyra",1847
"5814","corcyra","Adelpha","aretina","Adelpha corcyra",1907
"5815","corcyra","Adelpha","collina","Adelpha corcyra",1847
"5816","corcyra","Adelpha","dognini","Adelpha corcyra",2003
"5817","corcyra","Adelpha","salazari","Adelpha corcyra",2003
"5818","coryneta","Adelpha",NA,"Adelpha coryneta",1874
"5821","cytherea","Adelpha",NA,"Adelpha cytherea",1758
"5839","cytherea","Adelpha","aea","Adelpha cytherea",1867
"5840","cytherea","Adelpha","daguana","Adelpha cytherea",1913
"5841","cytherea","Adelpha","insularis","Adelpha cytherea",1913
"5842","cytherea","Adelpha","marcia","Adelpha cytherea",1913
"5843","cytherea","Adelpha","nahua","Adelpha cytherea",1898
"5844","cytherea","Adelpha","olbia","Adelpha cytherea",1867
"5850","delinita","Adelpha",NA,"Adelpha delinita",1913
"5858","delinita","Adelpha","utina","Adelpha delinita",1938
"5860","demialba","Adelpha",NA,"Adelpha demialba",1872
"5868","diazi","Adelpha",NA,"Adelpha diazi",1975
"5870","diocles","Adelpha",NA,"Adelpha diocles",1878
"5879","diocles","Adelpha","creton","Adelpha diocles",1901
"5883","donysa","Adelpha",NA,"Adelpha donysa",1847
"5885","donysa","Adelpha","albifilum","Adelpha donysa",1974
"5892","epione","Adelpha",NA,"Adelpha epione",1824
"5897","epione","Adelpha","agilla","Adelpha epione",1907
"5899","epizygis","Adelpha",NA,"Adelpha epizygis",1915
"5900","epizygis","Adelpha","epona","Adelpha epizygis",1915
"5905","erotia","Adelpha",NA,"Adelpha erotia",1847
"5918","erotia","Adelpha","caphira","Adelpha erotia",1869
"5919","erymanthis","Adelpha",NA,"Adelpha erymanthis",1884
"5924","erymanthis","Adelpha","adstricta","Adelpha erymanthis",1915
"5925","erymanthis","Adelpha","esperanza","Adelpha erymanthis",2004
"5926","erymanthis","Adelpha","fortunata","Adelpha erymanthis",2003
"5930","ethelda","Adelpha",NA,"Adelpha ethelda",1867
"5935","ethelda","Adelpha","eponina","Adelpha ethelda",1886
"5936","ethelda","Adelpha","galbao","Adelpha ethelda",1995
"5937","ethelda","Adelpha","sophax","Adelpha ethelda",1878
"5938","ethelda","Adelpha","zalmona","Adelpha ethelda",1871
"5939","eulalia","Adelpha",NA,"Adelpha eulalia",1848
"5943","fabricia","Adelpha",NA,"Adelpha fabricia",1913
"5951","falcipennis","Adelpha",NA,"Adelpha falcipennis",1915
"5953","felderi","Adelpha",NA,"Adelpha felderi",1870
"5956","fessonia","Adelpha",NA,"Adelpha fessonia",1847
"5963","fessonia","Adelpha","cestus","Adelpha fessonia",1847
"5964","fessonia","Adelpha","ernestoi","Adelpha fessonia",2003
"5965","fessonia","Adelpha","lapitha","Adelpha fessonia",1929
"5980","gavina","Adelpha",NA,"Adelpha gavina",1915
"5981","gelania","Adelpha",NA,"Adelpha gelania",1824
"5991","gelania","Adelpha","arecosa","Adelpha gelania",1847
"5995","godmani","Adelpha",NA,"Adelpha godmani",1913
"6001","heraclea","Adelpha",NA,"Adelpha heraclea",1867
"6007","heraclea","Adelpha","antonii","Adelpha heraclea",1996
"6008","heraclea","Adelpha","makkeda","Adelpha heraclea",1871
"6009","herbita","Adelpha",NA,"Adelpha herbita",1907
"6012","hesterbergi","Adelpha",NA,"Adelpha hesterbergi",1999
"6016","hyas","Adelpha",NA,"Adelpha hyas",1840
"6018","hyas","Adelpha","hewitsoni","Adelpha hyas",1999
"6019","hyas","Adelpha","viracocha","Adelpha hyas",1938
"6029","iphicleola","Adelpha",NA,"Adelpha iphicleola",1864
"6043","iphicleola","Adelpha","gortyna","Adelpha iphicleola",1915
"6044","iphicleola","Adelpha","iphimedia","Adelpha iphicleola",1915
"6045","iphicleola","Adelpha","leucates","Adelpha iphicleola",1915
"6046","iphicleola","Adelpha","thessalita","Adelpha iphicleola",1999
"6047","iphiclus","Adelpha",NA,"Adelpha iphiclus",1758
"6069","iphiclus","Adelpha","ephesa","Adelpha iphiclus",1857
"6070","iphiclus","Adelpha","estrecha","Adelpha iphiclus",1999
"6074","irmina","Adelpha",NA,"Adelpha irmina",1848
"6077","irmina","Adelpha","tumida","Adelpha irmina",1873
"6082","jordani","Adelpha",NA,"Adelpha jordani",1913
"6089","justina","Adelpha",NA,"Adelpha justina",1861
"6095","justina","Adelpha","inesae","Adelpha justina",1996
"6096","justina","Adelpha","justinella","Adelpha justina",1907
"6097","justina","Adelpha","maira","Adelpha justina",1996
"6098","justina","Adelpha","pichincha","Adelpha justina",2013
"6099","justina","Adelpha","valentina","Adelpha justina",1915
"6102","lamasi","Adelpha",NA,"Adelpha lamasi",1999
"6114","leuceria","Adelpha",NA,"Adelpha leuceria",1874
"6124","leuceria","Adelpha","juanna","Adelpha leuceria",1898
"6125","leucerioides","Adelpha",NA,"Adelpha leucerioides",1975
"6128","leucophthalma","Adelpha",NA,"Adelpha leucophthalma",1809
"6138","leucophthalma","Adelpha","irminella","Adelpha leucophthalma",1918
"6139","leucophthalma","Adelpha","smalli","Adelpha leucophthalma",2003
"6142","levona","Adelpha",NA,"Adelpha levona",1977
"6144","cocala","Adelpha","lorzae","Adelpha cocala",1870
"6146","lycorias","Adelpha",NA,"Adelpha lycorias",1824
"6175","lycorias","Adelpha","lara","Adelpha lycorias",1850
"6176","lycorias","Adelpha","melanippe","Adelpha lycorias",1884
"6177","lycorias","Adelpha","melanthe","Adelpha lycorias",1864
"6178","lycorias","Adelpha","spruceana","Adelpha lycorias",1864
"6179","lycorias","Adelpha","wallisii","Adelpha lycorias",1877
"6183","malea","Adelpha",NA,"Adelpha malea",1861
"6198","malea","Adelpha","aethalia","Adelpha malea",1867
"6199","malea","Adelpha","fundania","Adelpha malea",1915
"6200","malea","Adelpha","gortyna","Adelpha malea",1902
"6201","malea","Adelpha","goyama","Adelpha malea",1902
"6202","malea","Adelpha","ixia","Adelpha malea",1867
"6203","malea","Adelpha","trinina","Adelpha malea",1914
"6208","margarita","Adelpha",NA,"Adelpha margarita",2013
"6210","margarita","Adelpha","garleppi","Adelpha margarita",2013
"6214","melona","Adelpha",NA,"Adelpha melona",1847
"6222","melona","Adelpha","deborah","Adelpha melona",1901
"6223","melona","Adelpha","leucocoma","Adelpha melona",1915
"6224","melona","Adelpha","neildi","Adelpha melona",2003
"6225","melona","Adelpha","pseudarete","Adelpha melona",1915
"6227","mesentina","Adelpha",NA,"Adelpha mesentina",1777
"6233","messana","Adelpha",NA,"Adelpha messana",1867
"6238","messana","Adelpha","delphicola","Adelpha messana",1910
"6240","milleri","Adelpha",NA,"Adelpha milleri",1976
"6245","mythra","Adelpha",NA,"Adelpha mythra",1824
"6252","naxia","Adelpha",NA,"Adelpha naxia",1867
"6273","naxia","Adelpha","hieronica","Adelpha naxia",1913
"6274","naxia","Adelpha","oteroi","Adelpha naxia",1996
"6275","nea","Adelpha",NA,"Adelpha nea",1847
"6281","nea","Adelpha","sentia","Adelpha nea",1884
"6286","olynthia","Adelpha",NA,"Adelpha olynthia",1867
"6304","paraena","Adelpha",NA,"Adelpha paraena",1865
"6317","paraena","Adelpha","lecromi","Adelpha paraena",2003
"6318","paraena","Adelpha","massilia","Adelpha paraena",1867
"6319","paraena","Adelpha","reyi","Adelpha paraena",1996
"6320","paroeca","Adelpha",NA,"Adelpha paroeca",1864
"6325","paroeca","Adelpha","pseudosonysa","Adelpha paroeca",2000
"6334","phylaca","Adelpha",NA,"Adelpha phylaca",1866
"6340","phylaca","Adelpha","joffrei","Adelpha phylaca",1996
"6341","phylaca","Adelpha","pseudaethalia","Adelpha phylaca",1938
"6345","pithys","Adelpha",NA,"Adelpha pithys",1864
"6347","pleasaure","Adelpha",NA,"Adelpha pleasaure",1823
"6348","pleasaure","Adelpha","pseudomalea","Adelpha pleasaure",1938
"6362","plesaure","Adelpha","phliassa","Adelpha plesaure",1824
"6363","plesaure","Adelpha","symona","Adelpha plesaure",1925
"6364","pollina","Adelpha",NA,"Adelpha pollina",1915
"6370","poltius","Adelpha",NA,"Adelpha poltius",1938
"6386","radiata","Adelpha",NA,"Adelpha radiata",1915
"6391","radiata","Adelpha","aiellae","Adelpha radiata",1999
"6392","radiata","Adelpha","explicator","Adelpha radiata",1999
"6393","radiata","Adelpha","gilletella","Adelpha radiata",1995
"6394","radiata","Adelpha","myrlea","Adelpha radiata",1915
"6395","radiata","Adelpha","romeroi","Adelpha radiata",2003
"6399","rothschildi","Adelpha",NA,"Adelpha rothschildi",1913
"6405","salmoneus","Adelpha",NA,"Adelpha salmoneus",1866
"6410","salmoneus","Adelpha","colada","Adelpha salmoneus",1867
"6411","salmoneus","Adelpha","emilia","Adelpha salmoneus",1908
"6412","salmoneus","Adelpha","salmonides","Adelpha salmoneus",1938
"6414","salus","Adelpha",NA,"Adelpha salus",1935
"6416","salus","Adelpha","emmeli","Adelpha salus",1999
"6419","saundersii","Adelpha",NA,"Adelpha saundersii",1867
"6426","saundersii","Adelpha","frontina","Adelpha saundersii",1935
"6427","saundersii","Adelpha","helepecki","Adelpha saundersii",1901
"6430","seriphia","Adelpha",NA,"Adelpha seriphia",1867
"6441","seriphia","Adelpha","aquillia","Adelpha seriphia",1915
"6442","seriphia","Adelpha","barcanti","Adelpha seriphia",2003
"6443","seriphia","Adelpha","egregia","Adelpha seriphia",1927
